shared name	Human Readable Label	Xref ID	Xref
O14879	IFIT3	GO:0051607|R-HSA-909733|GO:0042802|GO:0005737|GO:0005739|GO:0008285|GO:0009615|GO:0043066|GO:0005829|GO:0035457|GO:0060337|NP_001026853.1|NP_001540.2|IPR024122|IPR013026|IPR011990|IPR019734|ENST00000371811|ENSG00000119917|ENSP00000360876|ENSP00000360883|ENST00000371818	defense response to virus|identical protein binding|cytoplasm|mitochondrion|negative regulation of cell proliferation|response to virus|negative regulation of apoptotic process|cytosol|cellular response to interferon-alpha|type I interferon signaling pathway|Tetratricopeptide region|Tetratricopeptide-like helical
P09913	IFIT2	GO:0051607|GO:0003723|ENSP00000490935|ENST00000638108|GO:0005737|GO:0005829|GO:0032091|GO:0009615|GO:0060337|NP_001538.4|IPR024124|IPR013026|IPR011990|IPR019734|ENST00000371826|ENSG00000119922|ENSP00000360891|R-HSA-909733|GO:0035457|GO:0005783|GO:0008637|GO:0043065|4G1T	defense response to virus|RNA binding|cytoplasm|cytosol|negative regulation of protein binding|response to virus|type I interferon signaling pathway|Tetratricopeptide region|Tetratricopeptide-like helical|cellular response to interferon-alpha|endoplasmic reticulum|apoptotic mitochondrial changes|positive regulation of apoptotic process
P09914	IFIT1	4HOU|GO:0051607|R-HSA-1169408|R-HSA-909733|GO:0043657|GO:0005737|GO:0071357|GO:0003723|GO:0005829|GO:0071360|GO:0019060|GO:0050689|GO:0051097|GO:0032091|GO:0045071|GO:0045070|GO:0009615|GO:0060337|NP_001539.3|IPR013026|IPR011990|IPR019734|IPR024121|ENST00000371804|ENST00000546318|NP_001257857.1|NP_001257858.1|NP_001257859.1|ENSG00000185745|ENSP00000360869|ENSP00000441968	defense response to virus|host cell|cytoplasm|cellular response to type I interferon|RNA binding|cytosol|cellular response to exogenous dsRNA|intracellular transport of viral protein in host cell|negative regulation of defense response to virus by host|negative regulation of helicase activity|negative regulation of protein binding|negative regulation of viral genome replication|positive regulation of viral genome replication|response to virus|type I interferon signaling pathway|Tetratricopeptide region|Tetratricopeptide-like helical
O95793	STAU1	GO:0005783|GO:0045070|GO:0046726|4DKK|GO:0034599|GO:1900273|GO:0003723|GO:0005829|IPR032478|XP_005260584.1|GO:0005737|ENST00000340954|ENST00000347458|ENST00000360426|ENST00000371802|ENST00000371828|ENST00000371856|ENSG00000124214|ENSP00000323443|ENSP00000345425|ENSP00000353604|ENSP00000360867|ENSP00000360893|ENSP00000360922|GO:0070062|NP_001306063.1|NP_001306064.1|GO:0016020|GO:0030425|GO:0036464|GO:0044297|GO:0005886|GO:0005875|GO:0005791|GO:0010494|GO:0003725|NP_001032405.1|NP_004593.2|NP_059346.2|NP_059347.2|NP_059348.2|IPR014720|GO:0043025|NP_001309856.1|NP_001309858.1|NP_001309859.1	endoplasmic reticulum|positive regulation of viral genome replication|positive regulation by virus of viral protein levels in host cell|cellular response to oxidative stress|positive regulation of long-term synaptic potentiation|RNA binding|cytosol|cytoplasm|extracellular exosome|membrane|dendrite|cytoplasmic ribonucleoprotein granule|cell body|plasma membrane|microtubule associated complex|rough endoplasmic reticulum|cytoplasmic stress granule|double-stranded RNA binding|Double-stranded RNA-binding-like|neuronal cell body
Q9UHX1	PUF60	GO:0005654|GO:0030054|R-HSA-72163|XP_016868728.1|XP_016868729.1|ENSP00000487930|ENSP00000487945|ENST00000632444|ENST00000633206|GO:0000398|GO:0003723|GO:0045296|IPR034209|IPR034211|IPR034212|GO:0042802|3DXB|3UE2|ENSG00000179950|ENSP00000322016|ENSP00000322036|ENSP00000395417|ENSP00000402953|ENSP00000431960|ENSP00000434359|ENSG00000274081|ENSP00000478209|ENSP00000478495|ENSP00000484860|ENST00000612237|ENST00000620341|ENST00000620953|NP_001258025.1|NP_001258027.1|GO:0006351|NP_001129505.1|NP_055096.2|NP_510965.1|IPR012677|IPR006532|IPR000504|IPR003954|2DNY|2KXF|2KXH|2QFJ|GO:0030529|GO:0003677|GO:0000166|GO:0006915|GO:0006355|3US5|3UWT|ENST00000313352|ENST00000349157|ENST00000453551|ENST00000456095|ENST00000526683|ENST00000527197|NP_001258026.1|NP_001258028.1|NP_001258029.1	nucleoplasm|cell junction|mRNA splicing, via spliceosome|RNA binding|cadherin binding|identical protein binding|transcription, DNA-templated|Nucleotide-binding, alpha-beta plait|Poly-U binding splicing factor, half-pint|RNA recognition motif, RNP-1|RNA recognition, region 1|intracellular ribonucleoprotein complex|DNA binding|nucleotide binding|apoptotic process|regulation of transcription, DNA-templated
Q14103-4	HNRNPD	EBI-299674	hnrpd_human
Q9HCJ0	TNRC6C	GO:0035278|GO:0048015|GO:0060213|GO:1900153|GO:0035195|GO:0035194|GO:0007223|IPR033499|R-HSA-5628897|ENSG00000078687|ENSP00000301624|ENSP00000336783|ENSP00000467154|ENSP00000468647|R-HSA-1257604|R-HSA-1912408|R-HSA-2559580|R-HSA-2559585|R-HSA-4086398|R-HSA-426496|R-HSA-5687128|ENST00000301624|ENST00000335749|ENST00000588061|IPR032226|ENST00000588847|IPR019486|IPR026805|IPR012677|IPR000504|IPR009060|IPR015940|GO:0005829|GO:0000166|GO:0003723|NP_001136112.1|NP_061869.2|2DKL|2X04|3KTP	miRNA mediated inhibition of translation|phosphatidylinositol-mediated signaling|positive regulation of nuclear-transcribed mRNA pol|positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay|gene silencing by miRNA|posttranscriptional gene silencing by RNA|Wnt signaling pathway, calcium modulating pathway|Nucleotide-binding, alpha-beta plait|RNA recognition motif, RNP-1|UBA-like|Ubiquitin-associated/translation elongation factor EF1B, N-terminal, eukaryote|cytosol|nucleotide binding|RNA binding
Q14106	TOB2	ENST00000327492|GO:0005829|GO:0003714|GO:0023052|XP_016884028.1|GO:0005737|GO:0005634|GO:0007292|GO:0008285|NP_057356.1|IPR002087|IPR009818|IPR015676|IPR015678|XP_005261372.1|XP_006724168.1|ENSG00000183864|ENSP00000331305|GO:0010468|GO:0045671|GO:0045778|10766	cytosol|transcription corepressor activity|signaling|cytoplasm|nucleus|female gamete generation|negative regulation of cell proliferation|Anti-proliferative protein|Ataxin-2, C-terminal|Transducer of ErbB-2|Transducer of ErbB-2, 2|regulation of gene expression|negative regulation of osteoclast differentiation|positive regulation of ossification|identity
O95453	PARN	ENST00000341484|ENST00000420015|ENST00000437198|ENSP00000444381|ENST00000539279|GO:0005730|GO:0043488|GO:0003723|GO:0043169|IPR000504|IPR034042|R-HSA-380994|R-HSA-429947|R-HSA-450604|3CTR|GO:0004518|GO:0005737|GO:0019901|ENSG00000140694|ENSP00000345456|ENSP00000387911|ENSP00000410525|GO:0005634|NP_001127949.1|NP_001229921.1|ENSG00000274829|ENSP00000478668|ENSP00000484279|ENSP00000487634|ENSP00000488554|ENST00000615183|ENST00000618929|ENST00000631868|ENST00000634004|GO:0005829|GO:0046872|GO:0003730|GO:0000166|GO:0004535|GO:0007292|GO:0000184|GO:0000289|GO:0009451|NP_002573.1|IPR012677|IPR014789|IPR001374|IPR006941|IPR012337|2A1R|2A1S	nucleolus|regulation of mRNA stability|RNA binding|cation binding|RNA recognition motif, RNP-1|nuclease activity|cytoplasm|protein kinase binding|nucleus|cytosol|metal ion binding|mRNA 3'-UTR binding|nucleotide binding|pol|female gamete generation|nuclear-transcribed mRNA catabolic process, nonsense-mediated decay|nuclear-transcribed mRNA pol|RNA modification|Nucleotide-binding, alpha-beta plait|Pol|Single-stranded nucleic acid binding R3H|Ribonuclease CAF1|Polynucleotidyl transferase, Ribonuclease H fold
Q58A45	PAN3	ENST00000380958|GO:0090503|GO:0031251|GO:0046872|XP_005266390.1|XP_005266391.1|XP_016876021.1|XP_016876022.1|IPR030844|GO:0005829|GO:0005524|GO:0000289|NP_787050.6|IPR011009|IPR000571|ENSG00000152520|ENSP00000370345|IPR000719|R-HSA-429947|GO:0000290|GO:0000932|GO:0006605|GO:0010606|GO:0004672|GO:0006397	RNA phosphodiester bond hydrolysis, exonucleolytic|PAN complex|metal ion binding|cytosol|ATP binding|nuclear-transcribed mRNA pol|Protein kinase-like|Zinc finger, CCCH-type|Protein kinase, core|deadenylation-dependent decapping of nuclear-transcribed mRNA|P-body|protein targeting|positive regulation of cytoplasmic mRNA processing body assembly|protein kinase activity|mRNA processing
Q14164	IKBKE	GO:0031625|GO:0035456|GO:0036435|GO:0051260|GO:0031966|GO:0010884|GO:0018105|GO:0045087|GO:0034340|GO:0098586|XP_005273413.1|NP_001180251.1|NP_054721.1|IPR011009|IPR000719|IPR017441|GO:0005634|GO:0005737|GO:0006468|GO:0006955|ENST00000581977|ENST00000584998|GO:0004672|R-HSA-918233|R-HSA-933541|R-HSA-936440|R-HSA-936964|ENSG00000263528|ENSP00000462396|ENSP00000464030|GO:0035666|GO:0005829|GO:0010008|GO:0016605|GO:0005524|GO:0008384|GO:0004704|GO:0008630|GO:0032480|GO:0043123|NP_001180250.1	ubiquitin protein ligase binding|response to interferon-beta|K48-linked polyubiquitin binding|protein homooligomerization|mitochondrial membrane|positive regulation of lipid storage|peptidyl-serine phosphorylation|innate immune response|response to type I interferon|cellular response to virus|Protein kinase-like|Protein kinase, core|Protein kinase ATP binding, conserved site|nucleus|cytoplasm|protein phosphorylation|immune response|protein kinase activity|TRIF-dependent toll-like receptor signaling pathway|cytosol|endosome membrane|PML body|ATP binding|IkappaB kinase activity|NF-kappaB-inducing kinase activity|intrinsic apoptotic signaling pathway in response to DNA damage|negative regulation of type I interferon production|positive regulation of I-kappaB kinase/NF-kappaB signaling
P15170-2	GSPT1	EBI-948993	isoform-parent
P50616	TOB1	GO:0005070|GO:0017148|GO:0030971|5CI8|5CI9|GO:0030509|IPR015677|ENST00000268957|ENST00000499247|ENSG00000141232|ENSP00000268957|ENSP00000427695|GO:0003714|GO:0007184|GO:0030514|GO:0045668|GO:0005634|GO:0005737|GO:0060212|GO:0030014|GO:0060213|GO:1900153|GO:0008285|NP_005740.1|IPR002087|IPR015676|2D5R|2Z15|NP_001230806.1|NP_001230814.1	SH3/SH2 adaptor activity|negative regulation of translation|receptor tyrosine kinase binding|BMP signaling pathway|Transducer of ErbB-2, 1|transcription corepressor activity|SMAD protein import into nucleus|negative regulation of BMP signaling pathway|negative regulation of osteoblast differentiation|nucleus|cytoplasm|negative regulation of nuclear-transcribed mRNA pol|CCR4-NOT complex|positive regulation of nuclear-transcribed mRNA pol|positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay|negative regulation of cell proliferation|Anti-proliferative protein|Transducer of ErbB-2
Q8IYD1	GSPT2	IPR027417|IPR031157|GO:0003723|GO:0005829|GO:0005525|GO:0003924|GO:0007049|GO:0000184|GO:0006415|NP_060564.2|IPR009818|IPR000795|IPR009001|IPR004161|IPR004160|IPR009000|3KUJ|GO:0002184|GO:0003747|GO:0018444|ENST00000340438|ENSG00000189369|ENSP00000341247|R-HSA-72764|R-HSA-975956|R-HSA-975957	RNA binding|cytosol|GTP binding|GTPase activity|cell cycle|nuclear-transcribed mRNA catabolic process, nonsense-mediated decay|translational termination|Ataxin-2, C-terminal|Protein synthesis factor, GTP-binding|Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal|Translation elongation factor EFTu/EF1A, domain 2|Translation elongation factor EFTu/EF1A, C-terminal|Translation elongation and initiation factors/Ribosomal, beta-barrel|cytoplasmic translational termination|translation release factor activity|translation release factor complex
Q9BPZ3	PAIP2	XP_016865011.1|XP_016865012.1|GO:0005737|GO:0030371|GO:0045947|NP_001028284.1|NP_057564.3|IPR009818|1JGN|3KUS|3KUT|XP_011541730.1|ENST00000265192|ENST00000394795|ENST00000510080|GO:0003729|GO:0007283|GO:0007613|GO:1900271|ENSG00000120727|ENSP00000265192|ENSP00000378275|ENSP00000422508	cytoplasm|translation repressor activity|negative regulation of translational initiation|Ataxin-2, C-terminal|mRNA binding|spermatogenesis|memory|regulation of long-term synaptic potentiation
P62993	GRB2	GO:0005654|GO:0005730|GO:0005070|GO:0017124|GO:0038096|GO:0048015|R-HSA-6811558|R-HSA-8853334|R-HSA-8853338|GO:0016303|GO:0046934|GO:0005088|GO:0038128|GO:0043408|GO:0014066|GO:0007568|GO:0051291|R-HSA-6807004|R-HSA-8851805|R-HSA-8851907|R-HSA-8853659|R-HSA-8856825|R-HSA-8856828|R-HSA-8865999|R-HSA-8875555|R-HSA-8875656|GO:0003723|GO:0004715|GO:0016477|GO:0030154|GO:0031234|GO:0035635|GO:0038083|GO:0042127|GO:0045087|GO:0061024|R-HSA-8875360|GO:0005911|GO:0038095|GO:0005154|GO:0005168|GO:0005634|GO:0005737|GO:0005886|GO:0019901|GO:0042802|GO:0043560|GO:0046875|3WA4|5CDW|ENST00000316615|ENST00000316804|ENST00000392562|ENST00000392563|ENST00000392564|R-HSA-5637810|R-HSA-5654688|R-HSA-5654689|R-HSA-5654693|R-HSA-5654695|R-HSA-5654699|R-HSA-5654700|R-HSA-5654704|R-HSA-5654706|R-HSA-5654710|R-HSA-5654712|R-HSA-5654719|R-HSA-5654720|R-HSA-5654726|R-HSA-5654727|R-HSA-5654732|R-HSA-5654733|R-HSA-5655253|R-HSA-5655291|R-HSA-5655302|R-HSA-5663213|R-HSA-5673001|R-HSA-74749|R-HSA-74751|R-HSA-912526|R-HSA-912631|R-HSA-983695|R-HSA-391160|R-HSA-392451|R-HSA-512988|4P9V|4P9Z|ENSG00000177885|ENSP00000317360|ENSP00000339007|ENSP00000376345|ENSP00000376346|ENSP00000376347|GO:0070062|R-HSA-109704|R-HSA-112412|R-HSA-114604|R-HSA-1236382|R-HSA-1250196|R-HSA-1250347|R-HSA-1257604|R-HSA-1295596|R-HSA-1433557|R-HSA-1433559|R-HSA-167044|R-HSA-179812|R-HSA-180292|R-HSA-180336|R-HSA-182971|R-HSA-1839117|R-HSA-186763|R-HSA-1963640|R-HSA-1963642|R-HSA-2029482|R-HSA-210993|R-HSA-2179392|R-HSA-2219530|R-HSA-2424491|R-HSA-2428933|R-HSA-2730905|R-HSA-2871796|R-HSA-2871809|R-HSA-354194|R-HSA-375165|R-HSA-388841|R-HSA-389359|GO:0005768|GO:0070436|GO:0030838|GO:0008180|3OV1|3OVE|3S8L|3S8N|3S8O|GO:0016032|GO:0048646|GO:0000165|GO:0012506|GO:0060670|NP_002077.1|NP_987102.1|IPR000980|IPR001452|GO:0005829|GO:0005794|GO:0007411|GO:0007267|GO:0071479|GO:0007173|GO:0008543|GO:0008286|GO:0050900|GO:0042059|GO:2000379|GO:0007265|GO:0031623|GO:0042770|GO:0031295|1AZE|1BM2|1BMB|1CJ1|1FHS|1FYR|1GCQ|1GFC|1GFD|1GHU|1GRI|1IO6|1JYQ|1JYR|1JYU|1QG1|1TZE|1X0N|1ZFP|2AOA|2AOB|2H46|2H5K|2HUW|2VVK|2VWF|2W0Z|3C7I|3IMD|3IMJ|3IN7|3IN8|3KFJ|3MXC|3MXY|3N7Y|3N84|3N8M|2885	nucleoplasm|nucleolus|SH3/SH2 adaptor activity|SH3 domain binding|Fc-gamma receptor signaling pathway involved in phagocytosis|phosphatidylinositol-mediated signaling|1-phosphatidylinositol-3-kinase activity|phosphatidylinositol-4,5-bisphosphate 3-kinase activity|Ras guanyl-nucleotide exchange factor activity|ERBB2 signaling pathway|regulation of MAPK cascade|regulation of phosphatidylinositol 3-kinase signaling|aging|protein heterooligomerization|RNA binding|non-membrane spanning protein tyrosine kinase activity|cell migration|cell differentiation|extrinsic component of cytoplasmic side of plasma membrane|entry of bacterium into host cell|peptidyl-tyrosine autophosphorylation|regulation of cell proliferation|innate immune response|membrane organization|cell-cell junction|Fc-epsilon receptor signaling pathway|epidermal growth factor receptor binding|neurotrophin TRKA receptor binding|nucleus|cytoplasm|plasma membrane|protein kinase binding|identical protein binding|insulin receptor substrate binding|ephrin receptor binding|extracellular exosome|endosome|Grb2-EGFR complex|positive regulation of actin filament polymerization|COP9 signalosome|viral process|anatomical structure formation involved in morphogenesis|MAPK cascade|vesicle membrane|branching involved in labyrinthine layer morphogenesis|SH2 motif|Src homology-3|cytosol|Golgi apparatus|axon guidance|cell-cell signaling|cellular response to ionizing radiation|epidermal growth factor receptor signaling pathway|fibroblast growth factor receptor signaling pathway|insulin receptor signaling pathway|leukocyte migration|negative regulation of epidermal growth factor receptor signaling pathway|positive regulation of reactive oxygen species metabolic process|Ras protein signal transduction|receptor internalization|signal transduction in response to DNA damage|T cell costimulation|identity
Q9UN81	L1RE1	GO:0005737|GO:0030529|GO:0003697|GO:0003727|GO:0005730|GO:0010494|GO:0032197|GO:0042802|2LDY|GO:0000166|IPR004244|2W7A|2YKO|2YKP|2YKQ	cytoplasm|intracellular ribonucleoprotein complex|single-stranded DNA binding|single-stranded RNA binding|nucleolus|cytoplasmic stress granule|transposition, RNA-mediated|identical protein binding|nucleotide binding|Transposase, L1
